卡BIN,银行名称,卡种
62355702,华夏银行,0
95555,招商银行,0
623310,集友银行,0
623308,南洋商业银行,0
623309,中国银行,0
623307,U Microfinance Bank Limited,0
625968,华夏银行,1
623304,PVB Card Corporation,0
625967,华夏银行,1
623302,PVB Card Corporation,3
623303,PVB Card Corporation,3
623300,Rawbank S.a.r.l,3
623301,工商银行,0
620278,BC卡公司,0
625039,BC卡公司,1
625035,菲律宾BDO,1
625034,香港上海汇丰银行有限公司,1
625033,菲律宾BDO,1
625032,BC卡公司,1
625031,BC卡公司,1
6233821,Subsidiary Bank Sberbank RUS,0
6233820,Subsidiary Bank Sberbank RUS,0
6233823,Subsidiary Bank Sberbank RUS,0
6233822,Subsidiary Bank Sberbank RUS,0
6233824,Subsidiary Bank Sberbank RUS,0
625029,交通银行,1
625028,交通银行,1
625027,BC卡公司,1
625026,恒生银行有限公司,1
625025,BC卡公司,1
625024,恒生银行有限公司,1
625023,BC卡公司,1
625022,工商银行,1
625021,工商银行,1
625020,BC卡公司,1
6245806,工商银行,1
625019,工商银行,1
625018,工商银行,1
625017,工商银行,1
625016,澳门商业银行,1
625014,澳门商业银行,1
625013,Allied Bank,1
625012,BC卡公司,1
625011,BC卡公司,1
625010,永亨银行,1
6250388,Russian Standard Bank,1
6250386,Russian Standard Bank,1
625009,创兴银行有限公司,1
625008,创兴银行有限公司,1
625007,菲律宾RCBC,1
625006,BC卡公司,1
625004,Royal Bank Open Stock Company,1
625003,BC卡公司,1
625002,越南西贡商业银行,1
62127855,荆门东宝惠民村镇银行,0
62127852,滨海惠民村镇银行,0
62127837,含山惠民村镇银行,0
62127836,庐江惠民村镇银行,0
623587002,金寨徽银村镇银行,0
62127843,廊坊市安次区惠民村镇银行,0
623587001,无为徽银村镇银行,0
62127828,双城惠民村镇银行有限责任公司,0
62127825,长春南关惠民村镇银行,0
62127834,文安县惠民村镇银行股份有限公司,0
62127831,青岛平度惠民村镇银行,0
623276,湖北农信社,0
623272,工商银行,0
623273,包商银行,0
62127817,惠东惠民村镇银行,0
623271,工商银行,0
62127818,合阳惠民村镇银行,0
62127822,乾安惠民村镇银行,0
62127823,大安惠民村镇银行,0
62127820,五常惠民村镇银行,0
62127821,松原宁江惠民村镇银行,0
623269,平安银行,0
623262,招商银行,0
62127812,五华惠民村镇银行,0
622839,农业银行,1
621502,工商银行,0
625098,香港上海汇丰银行有限公司,1
625096,香港上海汇丰银行有限公司,1
625092,恒生银行有限公司,1
625091,花旗银行有限公司,1
625090,龙江银行股份有限公司,1
625080,广州农村商业银行,1
621680103,大竹渝农商村镇银行,0
62359329,青岛黄岛舜丰村镇银行,0
625079,BC卡公司,1
625078,BC卡公司,1
625077,花旗中国,1
625076,花旗中国,1
625075,花旗中国,1
625074,花旗中国,1
625063,永隆银行有限公司,1
625062,永隆银行有限公司,1
6233841,BANCO SOL,S.A.,0
6233840,BANCO SOL,S.A.,0
621475,工商银行,0
620143,工商银行,3
621476,工商银行,0
620146,工商银行,3
620142,工商银行,3
625827,农业银行,1
625826,农业银行,1
625825,平安银行,1
622798,永亨银行,1
621464,工商银行,0
620132,BC卡公司,0
622790,中国银行,1
620129,The Mauritius Commercial Bank,0
625817,韩国三星卡公司,1
625816,北京银行,1
620125,BC卡公司,0
620126,澳门通股份有限公司,3
625814,韩国三星卡公司,1
622789,中国银行,1
620123,BC卡公司,0
620124,工商银行,3
622785,澳门永亨银行股份有限公司,1
620120,BC卡公司,0
620118,柳州银行股份有限公司,3
620114,工商银行,3
625804,韩国KB,1
621442,香港上海汇丰银行有限公司,0
625800,杭州市商业银行,1
622772,中国银行,0
621441,恒生银行,0
622775,澳门永亨银行股份有限公司,1
621443,香港上海汇丰银行有限公司,0
622771,中国银行,0
621440,恒生银行,0
620107,建设银行,0
620108,Russian Standard Bank,3
620103,BC卡公司,0
621434,工商银行,0
622765,中国银行,2
620105,The Bancorp Bank,3
621436,交通银行,0
620106,BC卡公司,0
622764,中国银行,2
62169757,天津宁河村镇银行,0
621428,工商银行,0
621423,工商银行,0
621414,工商银行,0
621411,东亚银行澳门分行,0
621410,工商银行,0
621409,工商银行,0
621406,工商银行,0
621405,工商银行,0
621408,工商银行,0
621407,工商银行,0
621402,工商银行,0
621404,工商银行,0
622725,建设银行,2
622728,建设银行,2
623253,光大银行,0
62013101,工商银行,3
62013102,工商银行,3
623229,工商银行,0
625889,湖北农信社,1
623220,安徽省农村信用社联合社,0
623219,邮储银行,0
623216,龙江银行,0
620187,工商银行,3
623213,青海省农村信用社联合社,0
620183,工商银行,3
623210,包商银行,1
620184,工商银行,3
620185,工商银行,3
62109212,浙江云和联合村镇银行,0
620186,工商银行,3
623209,杭州商业银行,0
623206,农业银行,0
623203,徽商银行,0
623202,工商银行,0
621347001,深圳福田银座村镇银行,0
625842,Kasikorn Bank PCL,1
621487,建设银行,0
625841,新韩卡公司,1
625840,新韩卡公司,1
620152,Travelex,3
621484,BC卡公司,0
620153,Travelex,3
62109207,浙江乐清联合村镇银行,0
62109205,浙江义乌联合村镇银行,0
620148,工商银行,3
620149,工商银行,3
620904,工商银行,0
620905,工商银行,0
620902,工商银行,0
955952163,农业银行,0
955985060,农业银行,0
955952162,农业银行,0
955976114,农业银行,0
955976113,农业银行,0
955976116,农业银行,0
955976115,农业银行,0
622841,农业银行,0
622840,农业银行,0
955958350,农业银行,0
955969008,农业银行,0
63535917240,农业银行,2
63535917241,农业银行,2
955969009,农业银行,0
621680108,云南鹤庆渝农商村镇银行,0
621680109,福建沙县渝农商村镇银行,0
955969005,农业银行,0
491021013,农业银行,2
621680111,云南香格里拉渝农商村镇银行,0
491021011,农业银行,2
491021010,农业银行,2
622836,农业银行,1
955970008,农业银行,0
622838,农业银行,1
622837,农业银行,1
955970005,农业银行,0
621680110,福建福安渝农商村镇银行,0
622830,农业银行,2
955998382,农业银行,0
955998380,农业银行,0
955998381,农业银行,0
955969011,农业银行,0
491022350,农业银行,2
955969010,农业银行,0
955969013,农业银行,0
622829,天津农村商业银行,1
622828,农业银行,0
622825,农业银行,0
622824,农业银行,0
955971327,农业银行,0
622827,农业银行,0
955971326,农业银行,0
622826,农业银行,0
622821,农业银行,0
622820,农业银行,2
622823,农业银行,0
622822,农业银行,0
491022326,农业银行,2
955997062,农业银行,0
625099,上海银行,1
955997060,农业银行,0
955997061,农业银行,0
625095,南洋商业银行,1
625093,南洋商业银行,1
491022327,农业银行,2
438088,中国银行,1
622818,成都市商业银行,1
622817,青海银行,1
63491028062,农业银行,2
955957008,农业银行,0
63491028061,农业银行,2
955957009,农业银行,0
622813,成都市商业银行,1
622816,江苏省农村信用社联合社,1
622815,江苏省农村信用社联合社,1
622810,邮储银行,1
955957005,农业银行,0
63491028060,农业银行,2
622812,邮储银行,1
622811,邮储银行,1
535918160,农业银行,2
955957011,农业银行,0
535918161,农业银行,2
955957010,农业银行,0
535918162,农业银行,2
535918163,农业银行,2
625088,广东顺德农村商业银行,1
491021005,农业银行,2
955997074,农业银行,0
625087,兴业银行,1
625086,兴业银行,1
625085,兴业银行,1
625084,兴业银行,1
491021009,农业银行,2
625083,兴业银行,1
491021008,农业银行,2
625082,兴业银行,1
621680104,云南大理渝农商村镇银行,0
621680105,广西鹿寨渝农商村镇银行,0
955997079,农业银行,0
621680106,云南祥云渝农商村镇银行,0
621680107,福建平潭渝农商村镇银行,0
955997077,农业银行,0
622806,长沙银行股份有限公司,1
955997075,农业银行,0
621680102,张家港渝农商村镇银行,0
622809,哈尔滨商行,1
955997076,农业银行,0
622808,成都农村商业银行股份有限公司,1
622802,福建省农村信用社联合社,1
63491029382,农业银行,2
955957013,农业银行,0
622801,光大银行,1
955980241,农业银行,0
955980240,农业银行,0
535918139,农业银行,2
63491028008,农业银行,2
625072,广发银行,1
625071,广发银行,1
63491028009,农业银行,2
63491028005,农业银行,2
63535914163,农业银行,2
60326500,无锡市商业银行,0
63535914162,农业银行,2
63535914161,农业银行,2
63535914160,农业银行,2
535918142,农业银行,2
535918143,农业银行,2
955979241,农业银行,0
535918140,农业银行,2
955979240,农业银行,0
535918141,农业银行,2
535918146,农业银行,2
535918145,农业银行,2
63491029327,农业银行,2
63491029326,农业银行,2
60326513,无锡市商业银行,0
514957,中国银行,1
955958326,农业银行,0
955958327,农业银行,0
514958,中国银行,1
535918113,农业银行,2
535918114,农业银行,2
535918117,农业银行,2
535918118,农业银行,2
625050,广州银行股份有限公司,1
535918115,农业银行,2
535918116,农业银行,2
955967240,农业银行,0
955967241,农业银行,0
63491029350,农业银行,2
621401002,福鼎恒兴村镇银行,0
621401001,福建连江恒欣村镇银行,0
623538001,浙江龙游义商村镇银行,0
63491028011,农业银行,2
63491028010,农业银行,2
63491028013,农业银行,2
512316,中国银行,1
512315,中国银行,1
621326929,井冈山九银村镇银行,0
625831,浦发银行,1
535915060,农业银行,2
955982062,农业银行,0
535915061,农业银行,2
535915062,农业银行,2
955982060,农业银行,0
955982061,农业银行,0
62169716,山东兰陵村镇银行股份有限公司,0
621676010,湖北英山长江村镇银行股份有限公司,0
955973114,农业银行,0
955973115,农业银行,0
955973116,农业银行,0
955973117,农业银行,0
955995382,农业银行,0
955973118,农业银行,0
625828,徽商银行,1
621468,北京银行,0
621467,建设银行,0
955973113,农业银行,0
625823,平安银行,1
621469,广东华兴银行,0
625821,浙商银行,1
621463,广州银行股份有限公司,0
621326939,修水九银村镇银行,0
621466,建设银行,0
623530953,香河益民村镇银行,0
621465,重庆农村商业银行,0
955983382,农业银行,0
621460,贵州银行,0
955961139,农业银行,0
621462,广发银行,0
535915074,农业银行,2
621461,苏州银行股份有限公司,0
535915075,农业银行,2
535915076,农业银行,2
535915077,农业银行,2
955994060,农业银行,0
535915079,农业银行,2
955970077,农业银行,0
62317502,楚雄兴彝村镇银行,0
955970076,农业银行,0
955970075,农业银行,0
955970074,农业银行,0
62317501,玉溪红塔区兴和村镇银行,0
955994062,农业银行,0
955994061,农业银行,0
625819,天津农村商业银行,1
622788,中国银行,1
621457,四川省农村信用社联合社,0
621456,桂林银行,0
955970079,农业银行,0
621459,四川省农村信用社联合社,0
621458,海南省农村信用社联合社,0
621453,渤海银行,0
625810,广发银行,1
621452,天津市商业银行,0
621455,珠海华润银行股份有限公司,0
955994077,农业银行,0
955994076,农业银行,0
6221995840,邮储银行,0
955994079,农业银行,0
63491020060,农业银行,2
63491020062,农业银行,2
955969062,农业银行,0
955970062,农业银行,0
63491020061,农业银行,2
955969061,农业银行,0
955970061,农业银行,0
955994075,农业银行,0
955970060,农业银行,0
955994074,农业银行,0
625809,广发银行,1
625808,广发银行,1
625807,广发银行,1
621449,辽宁省农村信用社联合社,0
955969060,农业银行,0
625806,广发银行,1
625805,广发银行,1
621446,长沙银行股份有限公司,0
622777,曲靖市商业银行,0
625803,招商银行,1
625802,招商银行,1
621448,长安银行,0
622778,宁波银行,1
955961114,农业银行,0
955961113,农业银行,0
955961116,农业银行,0
955961115,农业银行,0
621326919,北京大兴九银村镇银行,0
955961118,农业银行,0
955961117,农业银行,0
535916382,农业银行,2
622770,中国银行,0
955969077,农业银行,0
955997114,农业银行,0
621676001,湖北咸安武农商村镇银行,0
955969076,农业银行,0
955997115,农业银行,0
955969079,农业银行,0
621676003,广州增城长江村镇银行,0
955997113,农业银行,0
621676002,湖北赤壁武弄商村镇银行,0
955971382,农业银行,0
621676005,海南五指山长江村镇银行股份有限公司,0
621676004,海南澄迈长江村镇银行股份有限公司,0
955969075,农业银行,0
63491021382,农业银行,2
955969074,农业银行,0
621439,东莞市商业银行,0
621676009,湖北红安长江村镇银行股份有限公司,0
955997118,农业银行,0
990871,昆明商业银行,0
622766,中信银行,1
955997116,农业银行,0
621437,泉州银行,0
622768,中信银行,1
955997117,农业银行,0
622767,中信银行,1
63491020008,农业银行,2
622762,中国银行,2
622761,中国银行,2
621433,工商银行,0
63491020009,农业银行,2
622763,中国银行,2
955957062,农业银行,0
955983350,农业银行,0
63535917160,农业银行,2
535916350,农业银行,2
955957060,农业银行,0
622760,中国银行,1
621326969,南京六合九银村镇银行,0
63535917161,农业银行,2
955957061,农业银行,0
63535917162,农业银行,2
63535917163,农业银行,2
521302,招商银行,1
403391,中信银行,1
403392,中信银行,1
403393,中信银行,1
63491020005,农业银行,2
622759,中国银行,2
622758,中国银行,2
622755,中国银行,2
622754,中国银行,2
622757,中国银行,2
622756,中国银行,2
955957077,农业银行,0
955982011,农业银行,0
621420,北京银行,0
63491021327,农业银行,2
955957075,农业银行,0
622753,中国银行,2
621422,沧州银行,0
955957076,农业银行,0
955982010,农业银行,0
622752,中国银行,2
955957074,农业银行,0
491020061,农业银行,2
625568,中国银行,2
955965118,农业银行,0
955965117,农业银行,0
955975382,农业银行,0
491020079,农业银行,2
955965116,农业银行,0
955965115,农业银行,0
955965114,农业银行,0
955990141,农业银行,0
356850,浦发银行,1
491023163,农业银行,2
955990140,农业银行,0
955977145,农业银行,0
955990145,农业银行,0
955977146,农业银行,0
603367,杭州商业银行,0
491023160,农业银行,2
955977143,农业银行,0
955990143,农业银行,0
491023161,农业银行,2
955990142,农业银行,0
955990146,农业银行,0
955953160,农业银行,0
955953161,农业银行,0
955953162,农业银行,0
356859,民生银行,1
6.25E+11,工商银行,1
955965145,农业银行,0
63535915118,农业银行,2
955965143,农业银行,0
955989114,农业银行,0
63535915117,农业银行,2
955965142,农业银行,0
955989113,农业银行,0
356851,浦发银行,1
63535915116,农业银行,2
955989116,农业银行,0
356858,民生银行,1
63535915115,农业银行,2
955989115,农业银行,0
356857,民生银行,1
491023139,农业银行,2
63535915114,农业银行,2
955989118,农业银行,0
356856,民生银行,1
63535915113,农业银行,2
955965146,农业银行,0
955989117,农业银行,0
955965141,农业银行,0
955965140,农业银行,0
955953163,农业银行,0
955977139,农业银行,0
621278293,长春高新惠民村镇银行,0
955986079,农业银行,0
955986077,农业银行,0
955986076,农业银行,0
955986075,农业银行,0
356869,平安银行,1
356868,平安银行,1
491023145,农业银行,2
491023146,农业银行,2
63491027241,农业银行,2
955990163,农业银行,0
491023140,农业银行,2
535912350,农业银行,2
63491027240,农业银行,2
955990162,农业银行,0
491023141,农业银行,2
955990161,农业银行,0
491023142,农业银行,2
955990160,农业银行,0
491023143,农业银行,2
955986074,农业银行,0
955953140,农业银行,0
622630260,华夏银行,0
625598,河北银行股份有限公司,1
62218858,邮储银行,0
621385663,内江兴隆村镇银行,0
62218859,邮储银行,0
491023115,农业银行,2
62218855,邮储银行,0
491023116,农业银行,2
491023117,农业银行,2
491023118,农业银行,2
63491024163,农业银行,2
63491024162,农业银行,2
63491024161,农业银行,2
491023113,农业银行,2
63535913350,农业银行,2
955977118,农业银行,0
63491024160,农业银行,2
491023114,农业银行,2
621383002,辽宁辰州汇通村镇银行股份有限公司,0
621383001,辽宁大石桥隆丰村镇银行,0
955953145,农业银行,0
955953146,农业银行,0
955977113,农业银行,0
955986062,农业银行,0
955986061,农业银行,0
955986060,农业银行,0
955953141,农业银行,0
955977116,农业银行,0
622630261,华夏银行,0
955953142,农业银行,0
955977117,农业银行,0
955953143,农业银行,0
955977114,农业银行,0
955977115,农业银行,0
62218860,邮储银行,0
955965139,农业银行,0
62218865,邮储银行,0
356889,招商银行,1
356890,招商银行,1
955987382,农业银行,0
955974074,农业银行,0
955974075,农业银行,0
955974076,农业银行,0
955974077,农业银行,0
955974079,农业银行,0
524031,上海银行,1
625577,哈尔滨银行,2
955974060,农业银行,0
955974061,农业银行,0
955974062,农业银行,0
955962074,农业银行,0
535912327,农业银行,2
955962076,农业银行,0
535912326,农业银行,2
955962075,农业银行,0
356895,建设银行,1
955962077,农业银行,0
955962079,农业银行,0
491020062,农业银行,2
955965113,农业银行,0
524011,招商银行,0
491020074,农业银行,2
63535913382,农业银行,2
491020077,农业银行,2
955953139,农业银行,0
622537,贵阳银行股份有限公司,1
9551005861,邮储银行,0
63491022061,农业银行,2
63491022062,农业银行,2
63491022060,农业银行,2
402658,招商银行,0
6223093350,浙商银行,0
491027350,农业银行,2
955952011,农业银行,0
955952010,农业银行,0
955952013,农业银行,0
623007,临商银行,0
955964008,农业银行,0
955964009,农业银行,0
623003,秦皇岛银行股份有限公司,0
63535912118,农业银行,2
623000,河北银行股份有限公司,0
535914382,农业银行,2
63535912116,农业银行,2
6223093370,浙商银行,0
63535912117,农业银行,2
63535912114,农业银行,2
63535912115,农业银行,2
955964005,农业银行,0
63535912113,农业银行,2
62105900,宣汉诚民村镇银行,0
63491023382,农业银行,2
955953350,农业银行,0
9551005887,邮储银行,0
621299,招商银行,0
9551005888,邮储银行,0
621298,永亨银行（中国）有限公司,0
9551005885,邮储银行,0
9551005886,邮储银行,0
557080,建设银行,1
625652,徽商银行,1
9551005889,邮储银行,0
955986241,农业银行,0
621297,中国银行,0
625650,工商银行,1
955986240,农业银行,0
621296,长安银行,0
63491025118,农业银行,2
9551005880,邮储银行,0
535914350,农业银行,2
621290,南洋商业银行（中国）,0
9551005883,邮储银行,0
491026009,农业银行,2
63491025114,农业银行,2
9551005884,邮储银行,0
491026008,农业银行,2
63491025115,农业银行,2
9551005881,邮储银行,0
63491025116,农业银行,2
621382009,西乌珠穆沁包商惠丰村镇银行,0
9551005882,邮储银行,0
63491025117,农业银行,2
621382008,化德包商村镇银行,0
491026005,农业银行,2
621382018,天津津南村镇银行,0
621382017,江苏南通如皋包商村镇银行,0
621382016,掇刀包商村镇银行,0
63491025113,农业银行,2
621382015,漯河市郾城包商村镇银行,0
6223093330,浙商银行,0
621382014,新都桂城村镇银行,0
955953326,农业银行,0
621382013,九台龙嘉村镇银行,0
955953327,农业银行,0
621382012,武冈包商村镇银行,0
955993382,农业银行,0
621382011,息烽包商黔隆村镇银行,0
621382010,科尔沁包商村镇银行,0
69580,南通商业银行,0
9551005898,邮储银行,0
621288,工商银行,0
9551005899,邮储银行,0
621287,新疆维吾尔自治区农村信用社联合,0
9551005896,邮储银行,0
9551005897,邮储银行,0
621289,南洋商业银行（中国）,0
621284,建设银行,0
621283,中国银行,0
621286,招商银行,0
621285,邮储银行,0
9551005890,邮储银行,0
621280,山西省农村信用社,0
9551005891,邮储银行,0
63535912139,农业银行,2
621282,农业银行,0
621281,工商银行,0
63491022079,农业银行,2
9551005894,邮储银行,0
9551005895,邮储银行,0
9551005892,邮储银行,0
9551005893,邮储银行,0
955952008,农业银行,0
621382007,集宁包商村镇银行,0
621382006,莫力达瓦包商村镇银行,0
621382005,鄂温克旗包商村镇银行,0
955952005,农业银行,0
621382004,乌审旗包商村镇银行,0
63491022076,农业银行,2
621382003,准格尔旗包商村镇银行,0
63491022077,农业银行,2
491026011,农业银行,2
955992060,农业银行,0
621382002,宁城包商村镇银行,0
63491022074,农业银行,2
955992061,农业银行,0
621382001,固阳包商惠农村镇银行,0
63491022075,农业银行,2
491026013,农业银行,2
955952009,农业银行,0
955992062,农业银行,0
491026010,农业银行,2
621350431,榆树融兴村镇银行,0
9551005865,邮储银行,0
621277,大新银行（中国）,0
9551005866,邮储银行,0
9551005863,邮储银行,0
621279,宁波银行,0
9551005864,邮储银行,0
9551005869,邮储银行,0
621273,宜宾市商业银行,0
621637002,罕台村镇银行,0
621272,阳泉市商业银行,0
621637001,鄂尔多斯市康巴什村镇银行,0
9551005867,邮储银行,0
621637004,兴和汇泽村镇银行,0
9551005868,邮储银行,0
621637003,鄂托克旗汇泽村镇银行,0
621271,周口银行,0
623532001,江苏洪泽金阳光村镇银行,0
62105911,双流诚民村镇银行,0
62105902,宣汉诚民村镇银行,0
62105903,句容茅山村镇银行,0
62105906,兴化苏南村镇银行,0
622718,南昌银行,1
622715,工商银行,0
622710,锦州银行,1
622703,工商银行,0
622706,工商银行,0
621397001,江苏大丰江南村镇银行,0
623589943,会宁会师村镇银行,0
940006,南昌银行,0
6233991,FIDELITY BANK GHANA LIMITED,3
6233990,FIDELITY BANK GHANA LIMITED,3
6233961,Bank of Moscow OJSC,0
6233960,Bank of Moscow OJSC,0
621354,BCEL,0
940050,东莞市商业银行,0
620024,Royal Bank Open Stock Company,3
620025,中国银行,3
620021,交通银行,3
940057,齐商银行,0
940056,郑州银行股份有限公司,0
940053,抚顺银行股份有限公司,0
940049,哈尔滨银行,0
625709,工商银行,1
625708,工商银行,1
620015,新加坡星网电子付款私人有限公司,3
622678,中信银行,1
622677,建设银行,1
621349,乌兹别克斯坦INFINBANK,0
622679,中信银行,1
621343,中国银行,0
620011,BC卡公司,0
621342,中国银行,0
620013,交通银行,0
622676,建设银行,1
622675,建设银行,1
621344,Royal Bank Open Stock Company,0
620010,平安银行,3
940043,辽阳银行股份有限公司,0
940041,洛阳银行,0
6258434,Kasikorn Bank PCL,1
6258433,Kasikorn Bank PCL,1
620009,越南西贡商业银行,3
621335,交通银行,0
621334,中国银行,0
940071,长沙银行股份有限公司,0
621324,澳门BDA,0
622651,徽商银行,1
940069,台州银行,0
940068,青海银行,0
940065,日照市商业银行,0
940063,张家港农村商业银行,0
621317,工商银行,0
621313,工商银行,0
621315,工商银行,0
621311,工商银行,0
621307,工商银行,0
621306,工商银行,0
621309,工商银行,0
621303,工商银行,0
621302,工商银行,0
621305,工商银行,0
621304,工商银行,0
621301,格鲁吉亚 Invest Bank,0
621300,工商银行,0
622626,汉口银行,1
622625,汉口银行,1
622605,工商银行,0
622604,工商银行,0
622606,工商银行,0
623138,中原银行,0
623136,招商银行,0
623126,招商银行,0
623127,赣州银行股份有限公司,0
620091,Commercial Bank of Dubai,0
620094,工商银行,3
624446,BC卡公司,1
623106,恒生银行,0
623107,恒生银行,0
620079,Commercial Bank of Dubai,0
623100,工商银行,0
620070,中国银盛,3
620072,大丰银行有限公司,3
624424,BC卡公司,1
620068,中国银盛,3
621394,中国银行,0
624420,BC卡公司,1
621395,中国银行,0
623589020,河间融惠村镇银行,0
62144735,黔西花都村镇银行,0
620056,Credit Saison,3
624411,韩国三星卡公司,1
624410,韩国三星卡公司,1
620054,工商银行,3
623589018,重庆市酉阳融兴村镇银行,0
623589019,重庆市沙坪坝融兴村镇银行,0
623589010,北京怀柔融兴村镇银行,0
623589011,洪湖融兴村镇银行,0
623589012,重庆市大渡口融兴村镇银行,0
623589013,拜泉融兴村镇银行,0
623589014,遂宁安居融兴村镇银行,0
621379,工商银行,0
623589015,偃师融兴村镇银行,0
623589016,株洲县融兴村镇银行,0
624404,BC卡公司,1
623589017,海南保亭融兴村镇银行,0
624402,工商银行,0
621376,工商银行,0
621375,工商银行,0
621378,工商银行,0
620046,工商银行,3
624400,韩国三星卡公司,1
621377,工商银行,0
624401,韩国三星卡公司,1
621372,工商银行,0
621371,工商银行,0
621374,工商银行,0
621370,工商银行,0
623589007,耒阳融兴村镇银行,0
623589008,重庆市武隆融兴村镇银行,0
623589009,江苏如东融兴村镇银行,0
623589001,延寿融兴村镇银行,0
623589002,乐平融兴村镇银行,0
621369,工商银行,0
620037,广发银行,3
623589003,安义融兴村镇银行,0
623589004,新安融兴村镇银行,0
620038,中国银行,3
623589005,桦川融兴村镇银行,0
620039,BC卡公司,0
623589006,应城融兴村镇银行,0
621364,中国银行,0
622695,福建海峡银行,1
621367,工商银行,0
620031,BC卡公司,0
622693,浦发银行,1
620026,中国银行,3
620027,BC卡公司,0
621359,景德镇商业银行,0
623098,丹东银行,0
623099,抚顺银行,0
623092,江西省农村信用社联合社,0
623091,浙江省农村信用社联合社,0
620812,BC卡公司,0
623080,景德镇商业银行,0
620802,工商银行,0
900010,工商银行,0
623075,太仓农村商业银行,0
621397101,江苏大丰江南村镇银行,0
623067,金华银行股份有限公司,0
624398,大西洋银行股份有限公司,1
624399,韩国三星卡公司,1
900000,工商银行,0
623064,大西洋银行股份有限公司,0
624391,DBS Bank Ltd,1
624387,NongHyup Bank,1
624388,NongHyup Bank,1
624384,BC卡公司,1
624380,BC卡公司,1
624378,Hyundaicard,1
624376,Hyundaicard,1
624377,Hyundaicard,1
623043,大西洋银行股份有限公司,0
624374,BC卡公司,1
623041,南洋商业银行,0
624372,大西洋银行股份有限公司,1
623042,集友银行,0
624373,BC卡公司,1
624370,韩国KB,1
623040,中国银行,0
624371,大西洋银行股份有限公司,1
624367,Cooperative & Agricultural,1
624368,Hyundaicard,1
623034,工商银行,0
624366,Mongolia Trade Develop. Bank,1
624364,MetaBank,3
621658001,元氏信融村镇银行,0
624357,The Bancorp Bank,3
624354,Banque Pour Le Commerce,1
623024,新韩卡公司,0
624352,Banque Pour Le Commerce,1
624353,Banque Pour Le Commerce,1
624351,Cambodia Mekong Bank PL,1
62368002,辽宁岫岩金玉村镇银行,0
62368003,辽宁千山金泉村镇银行,0
623901,工商银行,0
6243420,OSJC MTS Bank,1
6243422,OSJC MTS Bank,1
6243421,OSJC MTS Bank,1
62335108,CJSC “Spitamen Bank”,0
62458071,工商银行,1
62335105,CJSC “Spitamen Bank”,0
62335104,CJSC “Spitamen Bank”,0
62335107,CJSC “Spitamen Bank”,0
62335106,CJSC “Spitamen Bank”,0
62335101,CJSC “Spitamen Bank”,0
62335103,CJSC “Spitamen Bank”,0
62335102,CJSC “Spitamen Bank”,0
621232,大西洋银行股份有限公司,0
621234,CSC,0
622565,浙江泰隆商业银行,1
621231,中国银行,0
621224,可汗银行,0
621220,BC卡公司,0
622550,哈萨克斯坦国民储蓄银行,0
621218,工商银行,0
622549,哈萨克斯坦国民储蓄银行,0
621215,中国银行,0
622546,大丰银行有限公司,0
621217,湖北银行,0
622548,大丰银行有限公司,0
622547,大丰银行有限公司,0
621211,工商银行,0
621210,工商银行,0
621208,工商银行,0
621207,工商银行,0
621209,工商银行,0
621204,工商银行,0
621203,工商银行,0
621206,工商银行,0
621205,工商银行,0
621200,济宁银行股份有限公司,0
622531,天津农村商业银行,0
621202,工商银行,0
622533,贵阳银行股份有限公司,1
622513,工商银行,0
622510,广东省农村信用社联合社,0
622509,广东省农村信用社联合社,0
622505,工商银行,0
622502,工商银行,0
622504,工商银行,0
624348,新韩卡公司,0
623014,工商银行,0
624345,BC卡公司,1
623015,工商银行,0
624346,BC卡公司,1
623012,工商银行,0
623013,河南省农村信用社联合社,0
624344,BC卡公司,1
624341,哈萨克斯坦国民储蓄银行,1
623011,工商银行,0
624338,Cambodia Mekong Bank PL,1
623008,工商银行,0
623006,工商银行,0
624337,创兴银行有限公司,1
623001,广西北部湾银行,0
623002,工商银行,0
624333,韩国乐天,1
624331,新韩卡公司,1
624329,建设银行,1
624325,NongHyup Bank,1
624323,JSC ATFBank,1
624324,NongHyup Bank,1
625653,农业银行,1
621295,越南Vietcombank,0
53783,交通银行,1
356838,光大银行,1
356837,光大银行,1
513685,工商银行,1
60112089,Discover Financial Services，I,1
601187,Discover Financial Services，I,1
601186,Discover Financial Services，I,1
601189,Discover Financial Services，I,1
543098,工商银行,1
356852,浦发银行,1
377677,中国银行,2
601174,Discover Financial Services，I,1
601178,Discover Financial Services，I,1
601177,Discover Financial Services，I,1
601179,Discover Financial Services，I,1
518905,邮储银行,1
5544033,建设银行,1
60113081,Discover Financial Services，I,1
60113089,Discover Financial Services，I,1
60113080,Discover Financial Services，I,1
6353591,农业银行,2
356879,工商银行,1
6091201,天津市商业银行,0
356882,工商银行,1
356881,工商银行,1
356880,工商银行,1
548478,农业银行,1
356887,招商银行,1
356886,招商银行,1
356885,招商银行,1
356888,招商银行,1
6011392,Discover Financial Services，I,1
6011393,Discover Financial Services，I,1
6011390,Discover Financial Services，I,1
6011391,Discover Financial Services，I,1
601140,Discover Financial Services，I,1
601143,Discover Financial Services，I,1
601142,Discover Financial Services，I,1
601145,Discover Financial Services，I,1
601144,Discover Financial Services，I,1
6011399,Discover Financial Services，I,1
601147,Discover Financial Services，I,1
601146,Discover Financial Services，I,1
601149,Discover Financial Services，I,1
601148,Discover Financial Services，I,1
601128,Discover Financial Services，I,1
356896,建设银行,1
